ID,Status of account,Duration(months),Credit History,Purpose,Credit amount,Savings account/bonds,Employment,Installment rate,Personal status/sex,Debtors/Guarantors,Residence since,Property,Age ,Other installment plans,Housing,Existing credits at bank,Job,People liable to provide maintenance for,Telephone,Foreign worker,Class
616,2,48,0,9,12204,5,3,2,3,1,2,3,48,1,2,1,4,1,2,1,1
617,2,60,3,3,9157,5,3,2,3,1,2,4,27,3,3,1,4,1,1,1,1
618,1,6,4,0,3676,1,3,1,3,1,3,1,37,3,1,3,3,2,1,1,1
619,2,30,2,2,3441,2,3,2,2,2,4,3,21,3,1,1,3,1,1,1,2
620,4,12,2,0,640,1,3,4,1,1,2,1,49,3,2,1,2,1,1,1,1
621,2,21,4,9,3652,1,4,2,3,1,3,2,27,3,2,2,3,1,1,1,1
622,4,18,4,0,1530,1,3,3,3,1,2,2,32,1,2,2,3,1,1,1,2
623,4,48,2,9,3914,5,3,4,1,1,2,1,38,1,2,1,3,1,1,1,2
624,1,12,2,2,1858,1,2,4,2,1,1,3,22,3,1,1,3,1,1,1,1
625,1,18,2,3,2600,1,3,4,3,1,4,4,65,3,3,2,3,1,1,1,2
626,4,15,2,3,1979,5,5,4,3,1,2,3,35,3,2,1,3,1,1,1,1
627,3,6,2,2,2116,1,3,2,3,1,2,1,41,3,2,1,3,1,2,1,1
628,2,9,1,0,1437,2,4,2,3,1,3,4,29,3,2,1,3,1,1,1,2
629,4,42,4,2,4042,3,3,4,3,1,4,1,36,3,2,2,3,1,2,1,1
630,4,9,2,6,3832,5,5,1,3,1,4,1,64,3,2,1,2,1,1,1,1
631,1,24,2,3,3660,1,3,2,2,1,4,3,28,3,2,1,3,1,1,1,1
632,1,18,1,2,1553,1,3,4,3,1,3,3,44,1,2,1,3,1,1,1,2
633,2,15,2,3,1444,5,2,4,3,1,1,2,23,3,2,1,3,1,1,1,1
634,4,9,2,2,1980,1,2,2,2,2,2,3,19,3,1,2,3,1,1,1,2
635,2,24,2,0,1355,1,2,3,2,1,4,3,25,3,2,1,2,1,2,1,2
636,4,12,2,6,1393,1,5,4,3,1,4,2,47,1,2,3,3,2,2,1,1
637,4,24,2,3,1376,3,4,4,2,1,1,3,28,3,2,1,3,1,1,1,1
638,4,60,3,3,15653,1,4,2,3,1,4,3,21,3,2,2,3,1,2,1,1
639,4,12,2,3,1493,1,2,4,2,1,3,3,34,3,2,1,3,2,1,1,1
640,1,42,3,3,4370,1,4,3,3,1,2,2,26,1,2,2,3,2,2,1,2
641,1,18,2,6,750,1,1,4,2,1,1,1,27,3,2,1,1,1,1,1,2
642,2,15,2,5,1308,1,5,4,3,1,4,3,38,3,2,2,2,1,1,1,1
643,4,15,2,6,4623,2,3,3,3,1,2,2,40,3,2,1,4,1,2,1,2
644,4,24,4,3,1851,1,4,4,4,3,2,3,33,3,2,2,3,1,2,1,1
645,1,18,4,3,1880,1,4,4,4,1,1,2,32,3,2,2,4,1,2,1,1
646,4,36,3,9,7980,5,2,4,3,1,4,3,27,3,1,2,3,1,2,1,2
647,1,30,0,2,4583,1,3,2,1,3,2,1,32,3,2,2,3,1,1,1,1
648,4,12,2,0,1386,3,3,2,2,1,2,2,26,3,2,1,3,1,1,1,2
649,3,24,2,0,947,1,4,4,3,1,3,4,38,1,3,1,3,2,1,1,2
650,1,12,2,6,684,1,3,4,3,1,4,3,40,3,1,1,2,2,1,1,2
651,1,48,2,6,7476,1,4,4,3,1,1,4,50,3,3,1,4,1,2,1,1
652,2,12,2,2,1922,1,3,4,3,1,2,2,37,3,2,1,2,1,1,1,2
653,1,24,2,0,2303,1,5,4,3,2,1,1,45,3,2,1,3,1,1,1,2
654,2,36,3,0,8086,2,5,2,3,1,4,3,42,3,2,4,4,1,2,1,2
655,4,24,4,1,2346,1,4,4,3,1,3,3,35,3,2,2,3,1,2,1,1
656,1,14,2,0,3973,1,1,1,3,1,4,4,22,3,3,1,3,1,1,1,1
657,2,12,2,0,888,1,5,4,3,1,4,3,41,1,2,1,2,2,1,1,2
658,4,48,2,3,10222,5,4,4,3,1,3,3,37,2,2,1,3,1,2,1,1
659,2,30,0,9,4221,1,3,2,2,1,1,3,28,3,2,2,3,1,1,1,1
660,2,18,4,2,6361,1,5,2,3,1,1,4,41,3,2,1,3,1,2,1,1
661,3,12,2,3,1297,1,3,3,4,1,4,1,23,3,1,1,3,1,1,1,1
662,1,12,2,0,900,5,3,4,4,1,2,3,23,3,2,1,3,1,1,1,2
663,4,21,2,2,2241,1,5,4,3,1,2,1,50,3,2,2,3,1,1,1,1
664,2,6,3,2,1050,1,1,4,3,1,1,2,35,2,2,2,4,1,2,1,1
665,3,6,4,6,1047,1,3,2,2,1,4,2,50,3,2,1,2,1,1,1,1
666,4,24,4,10,6314,1,1,4,3,2,2,4,27,1,2,2,4,1,2,1,1
667,2,30,1,2,3496,4,3,4,3,1,2,3,34,2,2,1,3,2,2,1,1
668,4,48,1,9,3609,1,3,1,2,1,1,1,27,2,2,1,3,1,1,1,1
669,1,12,4,0,4843,1,5,3,3,2,4,2,43,3,1,2,3,1,2,1,2
670,3,30,4,3,3017,1,5,4,3,1,4,2,47,3,2,1,3,1,1,1,1
671,4,24,4,9,4139,2,3,3,3,1,3,2,27,3,2,2,2,1,2,1,1
672,4,36,2,9,5742,2,4,2,3,1,2,3,31,3,2,2,3,1,2,1,1
673,4,60,2,0,10366,1,5,2,3,1,4,2,42,3,2,1,4,1,2,1,1
674,4,6,4,0,2080,3,3,1,4,1,2,3,24,3,2,1,3,1,1,1,1
675,4,21,3,9,2580,3,2,4,3,1,2,1,41,1,2,1,2,2,1,1,2
676,4,30,4,3,4530,1,4,4,2,1,4,3,26,3,1,1,4,1,2,1,1
677,4,24,4,2,5150,1,5,4,3,1,4,3,33,3,2,1,3,1,2,1,1
678,2,72,2,3,5595,2,3,2,4,1,2,3,24,3,2,1,3,1,1,1,2
679,1,24,2,3,2384,1,5,4,3,1,4,1,64,1,1,1,2,1,1,1,1
680,4,18,2,3,1453,1,2,3,2,1,1,1,26,3,2,1,3,1,1,1,1
681,4,6,2,6,1538,1,2,1,2,1,2,4,56,3,2,1,3,1,1,1,1
682,4,12,2,3,2279,5,3,4,3,1,4,4,37,3,3,1,3,1,2,1,1
683,4,15,3,3,1478,1,3,4,4,1,3,1,33,1,2,2,3,1,1,1,1
684,4,24,4,3,5103,1,2,3,4,1,3,4,47,3,3,3,3,1,2,1,1
685,2,36,3,9,9857,2,4,1,3,1,3,2,31,3,2,2,2,2,2,1,1
686,4,60,2,0,6527,5,3,4,3,1,4,4,34,3,3,1,3,2,2,1,1
687,3,10,4,3,1347,5,4,4,3,1,2,2,27,3,2,2,3,1,2,1,1
688,2,36,3,0,2862,2,5,4,3,1,3,4,30,3,3,1,3,1,1,1,1
689,4,9,2,3,2753,2,5,3,3,2,4,3,35,3,2,1,3,1,2,1,1
690,1,12,2,0,3651,4,3,1,3,1,3,2,31,3,2,1,3,2,1,1,1
691,1,15,4,2,975,1,3,2,1,1,3,2,25,3,2,2,3,1,1,1,1
692,2,15,2,5,2631,2,3,3,2,1,2,1,25,3,2,1,2,1,1,1,1
693,2,24,2,3,2896,2,2,2,3,1,1,3,29,3,2,1,3,1,1,1,1
694,1,6,4,0,4716,5,2,1,3,1,3,1,44,3,2,2,2,2,1,1,1
695,4,24,2,3,2284,1,4,4,3,1,2,3,28,3,2,1,3,1,2,1,1
696,4,6,2,1,1236,3,3,2,3,1,4,2,50,3,1,1,3,1,1,1,1
697,2,12,2,3,1103,1,4,4,3,3,3,1,29,3,2,2,3,1,1,2,1
698,4,12,4,0,926,1,1,1,2,1,2,2,38,3,2,1,1,1,1,1,1
699,4,18,4,3,1800,1,3,4,3,1,2,3,24,3,2,2,3,1,1,1,1
700,3,15,2,6,1905,1,5,4,3,1,4,3,40,3,1,1,4,1,2,1,1
701,4,12,2,2,1123,3,3,4,2,1,4,3,29,3,1,1,2,1,1,1,2
702,1,48,4,1,6331,1,5,4,3,1,4,4,46,3,3,2,3,1,2,1,2
703,3,24,2,3,1377,2,5,4,2,1,2,4,47,3,3,1,3,1,2,1,1
704,2,30,3,9,2503,2,5,4,3,1,2,2,41,2,2,2,3,1,1,1,1
705,2,27,2,9,2528,1,2,4,2,1,1,2,32,3,2,1,3,2,2,1,1
706,4,15,2,0,5324,3,5,1,2,1,4,4,35,3,3,1,3,1,1,1,1
707,2,48,2,0,6560,2,4,3,3,1,2,2,24,3,2,1,3,1,1,1,2
708,2,12,0,2,2969,1,2,4,2,1,3,2,25,3,1,2,3,1,1,1,2
709,2,9,2,3,1206,1,5,4,2,1,4,1,25,3,2,1,3,1,1,1,1
710,2,9,2,3,2118,1,3,2,3,1,2,1,37,3,2,1,2,2,1,1,1
711,4,18,4,3,629,3,5,4,3,1,3,2,32,1,2,2,4,1,2,1,1
712,1,6,1,6,1198,1,5,4,2,1,4,4,35,3,3,1,3,1,1,1,2
713,4,21,2,1,2476,5,5,4,3,1,4,1,46,3,2,1,4,1,2,1,1
714,1,9,4,3,1138,1,3,4,3,1,4,1,25,3,2,2,2,1,1,1,1
715,2,60,2,0,14027,1,4,4,3,1,2,4,27,3,2,1,4,1,2,1,2
716,4,30,4,1,7596,5,5,1,3,1,4,3,63,3,2,2,3,1,1,1,1
717,4,30,4,3,3077,5,5,3,3,1,2,3,40,3,2,2,3,2,2,1,1
718,4,18,2,3,1505,1,3,4,3,1,2,4,32,3,3,1,4,1,2,1,1
719,3,24,4,3,3148,5,3,3,3,1,2,3,31,3,2,2,3,1,2,1,1
720,2,20,0,1,6148,2,5,3,4,1,4,3,31,1,2,2,3,1,2,1,1
721,3,9,0,3,1337,1,2,4,3,1,2,3,34,3,2,2,4,1,2,1,2
722,2,6,1,6,433,4,2,4,2,1,2,2,24,1,1,1,3,2,1,1,2
723,1,12,2,0,1228,1,3,4,2,1,2,1,24,3,2,1,2,1,1,1,2
724,2,9,2,3,790,3,3,4,2,1,3,1,66,3,2,1,2,1,1,1,1
725,4,27,2,0,2570,1,3,3,2,1,3,1,21,3,1,1,3,1,1,1,2
726,4,6,4,0,250,4,3,2,2,1,2,1,41,1,2,2,2,1,1,1,1
727,4,15,4,3,1316,3,3,2,4,1,2,2,47,3,2,2,2,1,1,1,1
728,1,18,2,3,1882,1,3,4,2,1,4,3,25,1,1,2,3,1,1,1,2
729,2,48,1,9,6416,1,5,4,2,1,3,4,59,3,1,1,3,1,1,1,2
730,3,24,4,9,1275,4,3,2,1,1,4,1,36,3,2,2,3,1,2,1,1
731,2,24,3,3,6403,1,2,1,3,1,2,3,33,3,2,1,3,1,1,1,1
732,1,24,2,3,1987,1,3,2,3,1,4,1,21,3,1,1,2,2,1,1,2
733,2,8,2,3,760,1,4,4,2,3,2,1,44,3,2,1,2,1,1,1,1
734,4,24,2,1,2603,4,3,2,2,1,4,3,28,3,1,1,3,1,2,1,1
735,4,4,4,0,3380,1,4,1,2,1,1,1,37,3,2,1,3,2,1,1,1
736,2,36,1,4,3990,5,2,3,2,1,2,4,29,1,2,1,1,1,1,1,1
737,2,24,2,1,11560,1,3,1,2,1,4,3,23,3,1,2,4,1,1,1,2
738,1,18,2,0,4380,2,3,3,3,1,4,3,35,3,2,1,2,2,2,1,1
739,4,6,4,0,6761,1,4,1,3,1,3,4,45,3,2,2,4,2,2,1,1
740,2,30,0,9,4280,2,3,4,2,1,4,3,26,3,1,2,2,1,1,1,2
741,1,24,1,0,2325,2,4,2,3,1,3,3,32,1,2,1,3,1,1,1,1
742,2,10,1,3,1048,1,3,4,3,1,4,1,23,2,2,1,2,1,1,1,1
743,4,21,2,3,3160,5,5,4,3,1,3,2,41,3,2,1,3,1,2,1,1
744,1,24,1,2,2483,3,3,4,3,1,4,1,22,2,2,1,3,1,2,1,1
745,1,39,4,2,14179,5,4,4,3,1,4,2,30,3,2,2,4,1,2,1,1
746,1,13,4,9,1797,1,2,3,3,1,1,2,28,1,2,2,2,1,1,1,1
747,1,15,2,0,2511,1,1,1,2,1,4,3,23,3,1,1,3,1,1,1,1
748,1,12,2,0,1274,1,2,3,2,1,1,1,37,3,2,1,2,1,1,1,2
749,4,21,2,1,5248,5,3,1,3,1,3,3,26,3,2,1,3,1,1,1,1
750,4,15,2,1,3029,1,4,2,3,1,2,3,33,3,2,1,3,1,1,1,1
751,1,6,2,2,428,1,5,2,2,1,1,2,49,1,2,1,3,1,2,1,1
752,1,18,2,0,976,1,2,1,2,1,2,3,23,3,2,1,2,1,1,1,2
753,2,12,2,9,841,2,4,2,2,1,4,1,23,3,1,1,2,1,1,1,1
754,4,30,4,3,5771,1,4,4,2,1,2,3,25,3,2,2,3,1,1,1,1
755,4,12,3,5,1555,4,5,4,3,1,4,4,55,3,3,2,3,2,1,1,2
756,1,24,2,0,1285,5,4,4,2,1,4,4,32,3,1,1,3,1,1,1,2
757,3,6,4,0,1299,1,3,1,3,1,1,1,74,3,2,3,1,2,1,2,1
758,3,15,4,3,1271,5,3,3,3,1,4,4,39,3,3,2,3,1,2,1,2
759,4,24,2,0,1393,1,3,2,3,3,2,1,31,3,2,1,3,1,2,1,1
760,1,12,4,0,691,1,5,4,3,1,3,2,35,3,2,2,3,1,1,1,2
761,4,15,4,0,5045,5,5,1,2,1,4,3,59,3,2,1,3,1,2,1,1
762,1,18,4,2,2124,1,3,4,2,1,4,1,24,3,1,2,3,1,1,1,2
763,1,12,2,3,2214,1,3,4,3,1,3,2,24,3,2,1,2,1,1,1,1
764,4,21,4,0,12680,5,5,4,3,1,4,4,30,3,3,1,4,1,2,1,2
765,4,24,4,0,2463,2,4,4,4,1,3,2,27,3,2,2,3,1,2,1,1
766,2,12,2,3,1155,1,5,3,4,3,3,1,40,1,2,2,2,1,1,1,1
767,1,30,2,2,3108,1,2,2,1,1,4,2,31,3,2,1,2,1,1,1,2
768,4,10,2,1,2901,5,2,1,2,1,4,1,31,3,1,1,3,1,1,1,1
769,2,12,4,2,3617,1,5,1,3,1,4,3,28,3,1,3,3,1,2,1,1
770,4,12,4,3,1655,1,5,2,3,1,4,1,63,3,2,2,2,1,2,1,1
771,1,24,2,1,2812,5,5,2,2,1,4,1,26,3,1,1,3,1,1,1,1
772,1,36,4,6,8065,1,3,3,2,1,2,4,25,3,2,2,4,1,2,1,2
773,4,21,4,1,3275,1,5,1,3,1,4,3,36,3,2,1,4,1,2,1,1
774,4,24,4,3,2223,2,5,4,3,1,4,2,52,1,2,2,3,1,1,1,1
775,3,12,4,0,1480,3,1,2,3,1,4,4,66,1,3,3,1,1,1,1,1
776,1,24,2,0,1371,5,3,4,2,1,4,1,25,3,1,1,3,1,1,1,2
777,4,36,4,0,3535,1,4,4,3,1,4,3,37,3,2,2,3,1,2,1,1
778,1,18,2,3,3509,1,4,4,2,3,1,1,25,3,2,1,3,1,1,1,1
779,4,36,4,1,5711,4,5,4,3,1,2,3,38,3,2,2,4,1,2,1,1
780,2,18,2,5,3872,1,1,2,2,1,4,3,67,3,2,1,3,1,2,1,1
781,2,39,4,3,4933,1,4,2,3,3,2,1,25,3,2,2,3,1,1,1,2
782,4,24,4,0,1940,4,5,4,3,1,4,1,60,3,2,1,3,1,2,1,1
783,2,12,0,8,1410,1,3,2,3,1,2,1,31,3,2,1,2,1,2,1,1
784,2,12,2,0,836,2,2,4,2,1,2,2,23,1,2,1,2,1,1,1,2
785,2,20,2,1,6468,5,1,1,1,1,4,1,60,3,2,1,4,1,2,1,1
786,2,18,2,9,1941,4,3,4,3,1,2,2,35,3,2,1,2,1,2,1,1
787,4,22,2,3,2675,3,5,3,3,1,4,3,40,3,2,1,3,1,1,1,1
788,4,48,4,1,2751,5,5,4,3,1,3,3,38,3,2,2,3,2,2,1,1
789,2,48,3,6,6224,1,5,4,3,1,4,4,50,3,3,1,3,1,1,1,2
790,1,40,4,6,5998,1,3,4,3,1,3,4,27,1,2,1,3,1,2,1,2
791,2,21,2,9,1188,1,5,2,2,1,4,2,39,3,2,1,3,2,1,1,2
792,4,24,2,1,6313,5,5,3,3,1,4,3,41,3,2,1,4,2,2,1,1
793,4,6,4,2,1221,5,3,1,4,1,2,2,27,3,2,2,3,1,1,1,1
794,3,24,2,2,2892,1,5,3,1,1,4,4,51,3,3,1,3,1,1,1,1
795,4,24,2,2,3062,3,5,4,3,1,3,4,32,3,1,1,3,1,2,1,1
796,4,9,2,2,2301,2,2,2,2,1,4,2,22,3,1,1,3,1,1,1,1
797,1,18,2,1,7511,5,5,1,3,1,4,2,51,3,3,1,3,2,2,1,2
798,4,12,4,2,1258,1,2,2,2,1,4,2,22,3,1,2,2,1,1,1,1
799,4,24,3,0,717,5,5,4,4,1,4,3,54,3,2,2,3,1,2,1,1
800,2,9,2,0,1549,5,2,4,3,1,2,1,35,3,2,1,1,1,1,1,1
801,4,24,4,6,1597,1,5,4,3,1,4,4,54,3,3,2,3,2,1,1,1
802,2,18,4,3,1795,1,5,3,2,3,4,1,48,1,1,2,2,1,2,1,1
803,1,20,4,2,4272,1,5,1,2,1,4,2,24,3,2,2,3,1,1,1,1
804,4,12,4,3,976,5,5,4,3,1,4,3,35,3,2,2,3,1,1,1,1
805,2,12,2,0,7472,5,1,1,2,1,2,1,24,3,1,1,1,1,1,1,1
806,1,36,2,0,9271,1,4,2,3,1,1,3,24,3,2,1,3,1,2,1,2
807,2,6,2,3,590,1,2,3,4,1,3,1,26,3,2,1,2,1,1,2,1
808,4,12,4,3,930,5,5,4,3,1,4,1,65,3,2,4,3,1,1,1,1
809,2,42,1,1,9283,1,1,1,3,1,2,4,55,1,3,1,4,1,2,1,1
810,2,15,0,0,1778,1,2,2,2,1,1,1,26,3,1,2,1,1,1,1,2
811,2,8,2,9,907,1,2,3,4,1,2,1,26,3,2,1,3,1,2,1,1
812,2,6,2,3,484,1,4,3,4,3,3,1,28,1,2,1,2,1,1,1,1
813,1,36,4,1,9629,1,4,4,3,1,4,3,24,3,2,2,3,1,2,1,2
814,1,48,2,4,3051,1,3,3,3,1,4,3,54,3,2,1,3,1,1,1,2
815,1,48,2,0,3931,1,4,4,3,1,4,4,46,3,3,1,3,2,1,1,2
816,2,36,3,0,7432,1,3,2,2,1,2,2,54,3,1,1,3,1,1,1,1
817,4,6,2,4,1338,3,3,1,1,1,4,1,62,3,2,1,3,1,1,1,1
818,4,6,4,3,1554,1,4,1,2,1,2,3,24,3,1,2,3,1,2,1,1
819,1,36,2,10,15857,1,1,2,1,2,3,3,43,3,2,1,4,1,1,1,1
820,1,18,2,3,1345,1,3,4,4,1,3,1,26,1,2,1,3,1,1,1,2
821,4,12,2,0,1101,1,3,3,4,1,2,1,27,3,2,2,3,1,2,1,1
822,3,12,2,3,3016,1,3,3,4,1,1,3,24,3,2,1,3,1,1,1,1
823,1,36,2,2,2712,1,5,2,3,1,2,2,41,1,2,1,3,2,1,1,2
824,1,8,4,0,731,1,5,4,3,1,4,1,47,3,2,2,2,1,1,1,1
825,4,18,4,2,3780,1,2,3,1,1,2,3,35,3,2,2,4,1,2,1,1
826,1,21,4,0,1602,1,5,4,4,1,3,3,30,3,2,2,3,1,2,1,1
827,1,18,4,0,3966,1,5,1,2,1,4,1,33,1,1,3,3,1,2,1,2
828,4,18,0,9,4165,1,3,2,3,1,2,3,36,2,2,2,3,2,1,1,2
829,1,36,2,1,8335,5,5,3,3,1,4,4,47,3,3,1,3,1,1,1,2
830,2,48,3,9,6681,5,3,4,3,1,4,4,38,3,3,1,3,2,2,1,1
831,4,24,3,9,2375,3,3,4,3,1,2,3,44,3,2,2,3,2,2,1,1
832,1,18,2,0,1216,1,2,4,2,1,3,3,23,3,1,1,3,1,2,1,2
833,1,45,0,9,11816,1,5,2,3,1,4,3,29,3,1,2,3,1,1,1,2
834,2,24,2,3,5084,5,5,2,2,1,4,3,42,3,2,1,3,1,2,1,1
835,3,15,2,3,2327,1,2,2,2,1,3,1,25,3,2,1,2,1,1,1,2
836,1,12,0,0,1082,1,3,4,3,1,4,3,48,1,2,2,3,1,1,1,2
837,4,12,2,3,886,5,3,4,2,1,2,3,21,3,2,1,3,1,1,1,1
838,4,4,2,2,601,1,2,1,2,1,3,1,23,3,1,1,2,2,1,1,1
839,1,24,4,1,2957,1,5,4,3,1,4,2,63,3,2,2,3,1,2,1,1
840,4,24,4,3,2611,1,5,4,4,2,3,1,46,3,2,2,3,1,1,1,1
841,1,36,2,2,5179,1,4,4,3,1,2,2,29,3,2,1,3,1,1,1,2
842,4,21,3,1,2993,1,3,3,3,1,2,1,28,2,2,2,2,1,1,1,1
843,4,18,2,5,1943,1,2,4,2,1,4,1,23,3,2,1,3,1,1,1,2
844,4,24,1,9,1559,1,4,4,3,1,4,3,50,1,2,1,3,1,2,1,1
845,4,18,2,2,3422,1,5,4,3,1,4,2,47,1,2,3,3,2,2,1,1
846,2,21,2,2,3976,5,4,2,3,1,3,3,35,3,2,1,3,1,2,1,1
847,4,18,2,0,6761,5,3,2,3,1,4,3,68,3,1,2,3,1,1,1,2
848,4,24,2,0,1249,1,2,4,4,1,2,1,28,3,2,1,3,1,1,1,1
849,1,9,2,3,1364,1,4,3,3,1,4,1,59,3,2,1,3,1,1,1,1
850,1,12,2,3,709,1,5,4,3,1,4,1,57,2,2,1,2,1,1,1,2
851,1,20,4,0,2235,1,3,4,4,3,2,2,33,1,1,2,3,1,1,2,2
852,4,24,4,1,4042,5,4,3,3,1,4,2,43,3,2,2,3,1,2,1,1
853,4,15,4,3,1471,1,3,4,3,1,4,4,35,3,3,2,3,1,2,1,1
854,1,18,1,0,1442,1,4,4,3,1,4,4,32,3,3,2,2,2,1,1,2
855,4,36,3,0,10875,1,5,2,3,1,2,3,45,3,2,2,3,2,2,1,1
856,4,24,2,0,1474,2,2,4,4,1,3,1,33,3,2,1,3,1,2,1,1
857,4,10,2,8,894,5,4,4,2,1,3,2,40,3,2,1,3,1,2,1,1
858,4,15,4,2,3343,1,3,4,3,1,2,4,28,3,3,1,3,1,2,1,1
859,1,15,2,0,3959,1,3,3,2,1,2,2,29,3,2,1,3,1,2,1,2
860,4,9,2,0,3577,2,3,1,3,3,2,1,26,3,1,1,3,2,1,2,1
861,4,24,4,1,5804,4,3,4,3,1,2,1,27,3,2,2,3,1,1,1,1
862,4,18,3,9,2169,1,3,4,4,1,2,3,28,3,2,1,3,1,2,1,2
863,1,24,2,3,2439,1,2,4,2,1,4,1,35,3,2,1,3,1,2,1,2
864,4,27,4,2,4526,4,2,4,3,1,2,1,32,2,2,2,2,2,2,1,1
865,4,10,2,2,2210,1,3,2,3,1,2,1,25,1,1,1,2,1,1,1,2
866,4,15,2,2,2221,3,3,2,2,1,4,3,20,3,1,1,3,1,1,1,1
867,1,18,2,3,2389,1,2,4,2,1,1,3,27,2,2,1,3,1,1,1,1
868,4,12,4,2,3331,1,5,2,3,1,4,2,42,2,2,1,3,1,1,1,1
869,4,36,2,9,7409,5,5,3,3,1,2,2,37,3,2,2,3,1,1,1,1
870,1,12,2,2,652,1,5,4,2,1,4,2,24,3,1,1,3,1,1,1,1
871,4,36,3,2,7678,3,4,2,2,1,4,3,40,3,2,2,3,1,2,1,1
872,3,6,4,0,1343,1,5,1,3,1,4,1,46,3,2,2,3,2,1,2,1
873,1,24,4,9,1382,2,4,4,3,1,1,1,26,3,2,2,3,1,2,1,1
874,4,15,2,4,874,5,2,4,2,1,1,1,24,3,2,1,3,1,1,1,1
875,1,12,2,2,3590,1,3,2,3,2,2,2,29,3,2,1,2,2,1,1,1
876,2,11,4,0,1322,4,3,4,2,1,4,3,40,3,2,2,3,1,1,1,1
877,1,18,1,3,1940,1,2,3,3,2,4,4,36,1,3,1,4,1,2,1,1
878,4,36,2,3,3595,1,5,4,3,1,2,3,28,3,2,1,3,1,1,1,1
879,1,9,2,0,1422,1,2,3,3,1,2,4,27,3,3,1,4,1,2,1,2
880,4,30,4,3,6742,5,4,2,3,1,3,2,36,3,2,2,3,1,1,1,1
881,4,24,2,1,7814,1,4,3,3,1,3,3,38,3,2,1,4,1,2,1,1
882,4,24,2,1,9277,5,3,2,1,1,4,4,48,3,3,1,3,1,2,1,1
883,2,30,4,0,2181,5,5,4,3,1,4,1,36,3,2,2,3,1,1,1,1
884,4,18,4,3,1098,1,1,4,2,1,4,3,65,3,2,2,1,1,1,1,1
885,2,24,2,2,4057,1,4,3,1,1,3,3,43,3,2,1,3,1,2,1,2
886,1,12,2,6,795,1,2,4,2,1,4,2,53,3,2,1,3,1,1,1,2
887,2,24,4,9,2825,5,4,4,3,1,3,4,34,3,2,2,3,2,2,1,1
888,2,48,2,9,15672,1,3,2,3,1,2,3,23,3,2,1,3,1,2,1,2
889,4,36,4,0,6614,1,5,4,3,1,4,3,34,3,2,2,4,1,2,1,1
890,4,28,1,1,7824,5,2,3,3,3,4,1,40,1,1,2,3,2,2,1,1
891,1,27,4,9,2442,1,5,4,3,1,4,3,43,2,2,4,4,2,2,1,1
892,4,15,4,3,1829,1,5,4,3,1,4,3,46,3,2,2,3,1,2,1,1
893,1,12,4,0,2171,1,3,4,3,1,4,2,38,1,2,2,2,1,1,2,1
894,2,36,4,1,5800,1,3,3,3,1,4,3,34,3,2,2,3,1,2,1,1
895,4,18,4,3,1169,5,3,4,3,1,3,2,29,3,2,2,3,1,2,1,1
896,4,36,3,1,8947,5,4,3,3,1,2,3,31,2,2,1,4,2,2,1,1
897,1,21,2,3,2606,1,2,4,2,1,4,2,28,3,1,1,4,1,2,1,1
898,4,12,4,2,1592,4,4,3,2,1,2,2,35,3,2,1,3,1,1,2,1
899,4,15,2,2,2186,5,4,1,2,1,4,1,33,1,1,1,2,1,1,1,1
900,1,18,2,2,4153,1,3,2,3,2,3,3,42,3,2,1,3,1,1,1,2
901,1,16,4,0,2625,1,5,2,3,3,4,2,43,1,1,1,3,1,2,1,2
902,4,20,4,0,3485,5,2,2,1,1,4,1,44,3,2,2,3,1,2,1,1
903,4,36,4,1,10477,5,5,2,3,1,4,4,42,3,3,2,3,1,1,1,1
904,4,15,2,3,1386,5,3,4,4,1,2,1,40,3,1,1,3,1,2,1,1
905,4,24,2,3,1278,1,5,4,3,1,1,1,36,3,2,1,4,1,2,1,1
906,1,12,2,3,1107,1,3,2,3,1,2,1,20,3,1,1,4,2,2,1,1
907,1,21,2,0,3763,5,4,2,3,2,2,1,24,3,2,1,2,1,1,2,1
908,2,36,2,6,3711,5,3,2,4,1,2,3,27,3,2,1,3,1,1,1,1
909,4,15,3,1,3594,1,2,1,2,1,2,2,46,3,2,2,2,1,1,1,1
910,2,9,2,0,3195,5,3,1,2,1,2,1,33,3,2,1,2,1,1,1,1
911,4,36,3,3,4454,1,3,4,2,1,4,1,34,3,2,2,3,1,1,1,1
912,2,24,4,2,4736,1,2,2,2,1,4,3,25,1,2,1,2,1,1,1,2
913,2,30,2,3,2991,5,5,2,2,1,4,3,25,3,2,1,3,1,1,1,1
914,4,11,2,9,2142,4,5,1,1,1,2,1,28,3,2,1,3,1,2,1,1
915,1,24,1,9,3161,1,3,4,3,1,2,2,31,3,1,1,3,1,2,1,2
916,2,48,0,10,18424,1,3,1,2,1,2,2,32,1,2,1,4,1,2,2,2
917,4,10,2,1,2848,2,3,1,3,2,2,1,32,3,2,1,3,2,1,1,1
918,1,6,2,0,14896,1,5,1,3,1,4,4,68,1,2,1,4,1,2,1,2
919,1,24,2,2,2359,2,1,1,1,1,1,2,33,3,2,1,3,1,1,1,2
920,1,24,2,2,3345,1,5,4,3,1,2,2,39,3,1,1,4,1,2,1,2
921,4,18,4,2,1817,1,3,4,2,1,2,4,28,3,2,2,3,1,1,1,1
922,4,48,3,3,12749,3,4,4,3,1,1,3,37,3,2,1,4,1,2,1,1
923,1,9,2,3,1366,1,2,3,2,1,4,2,22,3,1,1,3,1,1,1,2
